,HALLMARK_ADIPOGENESIS,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANGIOGENESIS,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_SURFACE,HALLMARK_APOPTOSIS,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_COAGULATION,HALLMARK_COMPLEMENT,HALLMARK_DNA_REPAIR,HALLMARK_E2F_TARGETS,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_G2M_CHECKPOINT,HALLMARK_GLYCOLYSIS,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEME_METABOLISM,HALLMARK_HYPOXIA,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MTORC1_SIGNALING,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYOGENESIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_P53_PATHWAY,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PEROXISOME,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PROTEIN_SECRETION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SPERMATOGENESIS,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_UP,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_XENOBIOTIC_METABOLISM
ciprofloxacin,-0.0919808778228064,0.0390357086594014,0.0445935116613164,0.0702047809414856,0.0222422549816789,-0.1466308872745075,-0.0098880252581559,0.0159543249728131,0.1445026956683374,0.1980846845570904,0.0229980413422542,-0.1110181845487366,-0.1748698102489572,0.1386189258311995,0.0009442060085794,-0.0538921509773957,-0.1351943256188027,-0.1204186151069052,0.0263693474610623,0.2406814102849477,0.0621894351731026,0.0483903857976038,0.0310165471477667,-0.1537481929358319,0.0572579339996242,0.2629196339749747,0.1200416288846697,-0.0841022954222395,-0.0159492000659762,0.0706110741339458,-0.0424352961612005,-0.3175449107470531,-0.2982631185302157,-0.0091629519564118,0.1997097668351665,-0.2496727099407377,-0.0660004937112395,-0.0579494591570356,-0.1327787339835439,-0.0726039554204426,0.0958867958868049,-0.1431137235692574,-0.0780211666256495,0.0234522162831013,-0.0318005765624186,-0.0705078925789225,0.2092846022499164,-0.0860295963360944,0.1447221186124613,-0.0339784539748346
cisplatin,-0.1401154542948906,-0.0717589960219484,-0.1449187970756082,-0.1454271028800143,-0.0047739833374527,0.123055260795035,-0.0189054797867134,-0.1220106678635828,-0.2112214166202093,-0.0822601430291213,-0.0995905636401704,-0.0025957582332671,-0.0618138979133212,-0.060762313340469,-0.0063844738952053,-0.0349810527895628,-0.2188695111697123,-0.1337601910565738,-0.0977824098199001,0.0626307124104653,-0.0817836954403097,-0.0906886779722074,0.024866776558816,0.055741824255677,-0.0108509449345521,-0.1067678314832245,-0.0434862130079921,0.1407969919972748,-0.0176330349511971,-0.1734699375613988,-0.1784899542586282,-0.1049813868458143,0.0865848139931139,0.0786273341112587,-0.1620414152942808,-0.0871924864491174,0.1344128882917585,0.0679830287206144,-0.1532114853973559,-0.0832204706729506,-0.3217459884125893,-0.1276314101442289,0.0382722126507504,-0.0754377306818107,-0.0440745831590216,-0.1201440139401236,-0.1482680042185431,0.0218414471845856,-0.1841267251024964,-0.0241677972509161
clofibrate,0.2567121761255009,-0.0891991399123898,-0.0810617963334464,-0.0485436893204042,-0.0995436655236136,-0.014955921965548,-0.044947428582789,0.1894253508483563,-0.1853095370886868,-0.2291418253913137,-0.1074585808633991,0.2620505324863969,0.380621384978301,-0.0542942001484927,-0.0565037966325616,-0.0199667954826986,0.3967752550181159,0.2738381138282365,0.000709281454453,-0.0574615464483095,-0.0636708500142461,-0.1114689697569525,-0.1361436107438577,-0.1339608404313961,-0.168312553628747,0.2561484469989989,0.0393640260489676,-0.0824711840340349,-0.0802542995516844,0.0978431745428044,0.0281555787157702,0.3099747325246451,-0.0041072988617771,-0.1357373315088538,-0.1441708788520987,0.4791930659650511,-0.0450516575748176,-0.0909618612458139,0.2550118842717825,-0.0294286416919395,-0.1544241210907949,0.054727499620982,0.0890967265567213,-0.0685581127013153,-0.1367315228249306,-0.1217609676096627,-0.0824245429891254,0.0131405080017639,-0.1421321335322327,-0.0602734126885272
clomipramine,-0.1202858786480929,0.2271177988267511,0.0200283440445798,0.1605613119033958,0.10627378890186,-0.0511570484042269,0.0628060125207581,-0.1303766549861865,-0.0083807399144914,0.0542802520710711,0.0862517603638942,-0.0744736630874173,-0.1553238583736925,0.0738470423232434,0.0679422723199488,-0.0168095523956121,-0.1982139592702782,-0.0697459998086069,-0.0065167043020115,-0.1747504412702525,0.0300196422413099,0.0225795810654758,0.1262667500772289,0.1280976498398181,0.1339993221022112,0.3493867343555531,0.2277908869837093,0.0344016677158582,0.0564467035520891,-0.0020221229121068,-0.0780253025302381,-0.1214756963356675,0.0414689485692248,0.055131616871363,0.2243208870047375,-0.2161794147938631,-0.0203281561098792,0.0278254382693026,-0.1422888834248396,0.0906640601332229,0.0381320714654137,0.0207655435429404,-0.0011485765854442,0.2824553233194659,0.1642078812042271,-0.0289514145141413,0.1701699979911807,0.0491750773180042,0.1409338866094684,-0.0034896194136932
cyclophosphamide,-0.1075727408804103,-0.2027324787402786,0.1085452557280012,0.2259933099453105,-0.0039888759265102,-0.1189025385682868,-0.0492864636477244,0.0840301393036487,0.0577653839003416,0.1461056432768779,-0.0519894135357725,-0.1433072160784856,-0.1903540657538628,0.0708852404917127,0.0970287223506074,0.0171734889130653,-0.0138989433658488,-0.1347723413110234,-0.014938335938859,0.1271599994067218,0.0195507774429055,-0.0122021801388484,-0.1041220109879415,0.0689370555598798,-0.0541646436608973,0.0219172890776647,-0.0291139436155276,0.0917957711777846,-0.10828422773005,-0.1343760895058702,-0.1570349140177333,-0.1410041157331347,-0.0395158603958037,-0.0051502254010592,0.1872721343551391,-0.143936761366477,0.070071588131507,0.1796391271913724,-0.1073354643061882,-0.0258360450072453,-0.0484696818030086,-0.0798257583709302,0.0248994995487828,0.1406646416481899,-0.0124902886511663,0.0737904879048867,0.0721223382884715,-0.0109405563107092,0.1350895188362449,0.0761081484580171
cyclosporinea,-0.1582955465858172,0.0770891605382105,0.0048684252080308,-0.0237007424329057,-0.0534403318367616,-0.0812525508122153,-0.1293259074110312,-0.0777701058155498,0.0348949618888189,0.0682857749769727,0.018439811742236,-0.0029873875926603,-0.1826014444696228,0.0118719577592654,-0.1086402867518775,-0.0897731962631155,-0.1806789514094835,-0.1136306981444335,0.0701899137282185,-0.1349916195730864,-0.1183947340800457,0.0515151515151482,-0.0021852098473175,0.0855473939204459,-0.0266624527074752,0.059258001863268,0.0018423872722802,-0.125983242392085,0.0153464381569235,-0.1034040125510988,0.1042976666087885,-0.0975414533416002,-0.0472575059551008,-0.1110145706186646,-0.0528322191423234,-0.2063234434169204,0.0085301770885608,0.1008975195822347,-0.0932273310930729,0.1106576804228354,0.3054418054418041,-0.1920739885471184,-0.1398802198703779,-0.1796659414597355,-0.0787124387793851,0.3212330873308887,-0.0806950582563043,-0.1027305213104018,-0.3131643976127273,-0.0806268074156343
danazol,0.0899178311154124,-0.2063568654166144,0.0611883971008491,-0.2651953985477689,-0.1640270560092347,-0.2587156150517473,-0.160591833328012,-0.0995313390068301,-0.1713664249860652,-0.2226467464420629,-0.1361853926218475,0.256050511772161,0.513836071445562,-0.2973104529330306,-0.1274777154176144,-0.1313182380970366,-0.0556762092793426,0.4000903645966224,-0.0263592148688552,-0.1138551446921128,0.0126475042358235,-0.1274601532394774,-0.175831435167145,-0.2641256251464425,-0.1957368779448128,-0.1069040250122536,-0.1525915011129035,-0.095522086374536,-0.199055373127445,0.1146271116604926,0.1713609518846393,0.6171071700901009,0.4649795420691867,-0.1800032459991642,-0.0596119354312615,0.203569167649139,-0.1075268708418866,0.0326091010816785,-0.038865666748619,0.1824490246884001,0.1010950344283682,0.2391332237034017,0.0773648371482465,-0.2764532519618312,-0.1644654275981836,0.2368439934399399,-0.1621528475291099,0.0327050407073993,-0.0433839985080206,-0.0299040330674458
dantrolene,0.2051741688425908,-0.21357642667174,-0.0329381089232492,-0.3040303500040016,-0.2089210591437664,-0.3148436862295958,-0.1356089407337787,0.0021655072413602,-0.187302472578569,-0.2457197479290027,-0.1883063275976828,0.1357723966680602,0.0318611607804985,-0.2173253031928653,-0.1566113285855392,-0.1685194912393071,0.1387079083031618,-0.0588855552414962,0.0472424874066315,-0.2882644358415617,-0.0471668690867143,-0.1440600962619242,-0.1852511048381824,-0.2393371004922034,-0.1959491027015245,-0.3951280219170547,-0.2687747300306932,-0.1163941778776476,-0.0976624233427808,-0.1674875598237687,-0.0214796479647964,0.2476804599769416,0.4048219122980815,-0.1276810973715746,-0.1987510190770979,0.4009242860247004,-0.0570514714213903,0.1385187430063397,0.0461601508073185,-0.1187107282493009,0.2072466405798658,0.1341217358851668,-0.038477315612435,-0.250773283657776,-0.165051665798714,0.1327055145551608,-0.1298795952189222,0.0304553592149361,-0.1705963259977079,0.083209240919018
diazepam,0.0694562238183783,-0.2600158371299275,-0.1008463736992619,-0.2672350493595508,-0.1329114669871863,-0.0485572606317873,-0.1566656975234167,0.0256451640745027,-0.2742814649563013,-0.2726318770799664,-0.2254257247844708,0.0201666463839401,0.3468266160738541,-0.1995214916261567,-0.077441871433297,-0.0574958728848712,0.1337574494533888,0.222780447416124,0.0033466504545188,-0.1216570996306375,-0.1392200080967424,-0.1335792362016991,-0.1414255339971869,-0.2910533230444418,-0.1912862652412612,-0.4080841715482575,-0.391601578600501,0.1098234739253273,-0.1767471848619106,0.0623403378656833,-0.1140828556539476,0.0842357713565847,0.0976151269271758,-0.0460638062698109,-0.149812489809202,0.3174766067658372,-0.1280563559253245,0.2186917195076609,-0.0004098024751971,-0.1199064784355561,-0.0699669366335785,-0.0096742591231742,0.1314299778488749,-0.1811065080942425,-0.2333839888672622,-0.0637684501844932,-0.1194562324225997,-0.0706547993994482,-0.1619195262961397,-0.0043286824264169
diclofenac,-0.2875996821238921,0.3109179171356936,0.0744287767057587,0.3654238394387399,0.1008354839089853,0.2011162354093691,0.150959175483798,-0.2848457647892682,-0.0591782859267659,0.2356092898109347,0.2371852590769847,-0.049948602692328,-0.0114015720709713,0.2881610428182424,0.0597957836155209,0.0039854800585276,-0.3378724726700129,0.0190316520918369,0.005238550170804,0.2110384313027615,0.0210501851768499,0.1269713463182021,0.1615342619796138,0.4549052023911112,0.2557369390166785,0.160329390958321,0.2247769145165021,0.0080107480385436,0.1680551182283081,-0.0748534119362247,-0.0290356667245668,-0.2211229699585579,-0.2161564230360219,0.0762390062765332,-0.1330670145116429,-0.4911566068498868,0.0913375932790711,-0.0909222305110177,-0.2454744146654409,0.0511365863916147,0.1425759092425762,-0.1776879745285177,-0.061982115021733,0.167783438870638,0.3070465262541273,0.1296689216892239,0.0977369174367296,0.0013267200591112,0.1771890152928051,-0.2499078901665886
diltiazem,0.0480439455183981,-0.0814255920927142,0.1137117276445046,0.0821979277147635,-0.1045930993035638,-0.0482572851195818,0.1019087332339381,-0.0415606497384952,0.209905186837679,-0.0767995468384932,0.015083485763321,0.1548489540582966,0.3248475639615797,0.0130187278277434,-0.0094231948309251,0.0493410685476153,-0.0699334576431801,0.2799866901406858,0.0448294829482887,-0.0192601492160687,-0.1265859985305831,-0.000895146417169,-0.0225189352870864,0.0816487751035276,0.0145793827465783,-0.3233510713888792,-0.1889647390982017,-0.0107047969960223,-0.1770830521943632,0.1155304110804799,0.2082681952405506,0.3428088339071639,0.3370059142589716,0.0429563217232932,0.0255633458340316,-0.0071163934787714,0.0584020954400554,0.1336837933606877,0.0510395322787876,0.0686228735783739,0.1453059119725655,0.1649172527203489,-0.0186233489211573,-0.0252107849611099,0.0331309957796547,0.2396448339483458,0.0006497338288507,0.1283259764801762,0.1045109101081701,0.0697736784637589
disopyramide,0.0072480912644038,-0.3182470237567213,-0.0438464210709248,-0.2047401484866073,-0.094115671509872,-0.064849808178933,-0.2259443343257583,-0.061117536379536,-0.1590035322550707,-0.2323847624443366,-0.2064537570617948,-0.0934298187241967,-0.109773535592655,-0.2025740450458107,-0.1095703438192749,-0.1463770494879212,0.0147947058608706,-0.1514502850045558,-0.0119825140408878,-0.1522864474406206,0.1112005757725668,-0.0701497908326264,-0.146008477942601,-0.3163070446199143,-0.2481044817593647,-0.5902805191934559,-0.4898916000332298,0.0685504226609801,-0.1485748129488751,-0.1055640074799503,-0.0009162758381182,0.0235600854405387,0.0288265129755384,-0.0776549334989886,-0.2170878852111292,0.1285270949975678,-0.091316853359658,0.0774874114136491,-0.0659180941452784,0.1274302597860567,0.0918797585464434,-0.2694155791143643,0.0863483468701132,-0.2324264772324191,-0.2835030862879786,0.030627306273066,-0.0620925823623769,0.001696141441031,-0.137327489742627,0.0064275393049865
disulfiram,0.0215453627003095,-0.0088262266211974,-0.0143052550964116,-0.2204046667210868,-0.0670773382354645,-0.229907762631593,-0.1427199835503222,0.0274801056429204,-0.1639412530210336,-0.0816271330453984,-0.0622263342344178,0.1614063183732566,0.1634136718126965,-0.2410114677008639,-0.1156586332122928,-0.109475481184145,-0.0011279295089616,-0.0467692430963623,-0.0522494354698769,-0.1275233984484829,0.041728517235691,-0.1226935360532662,-0.1079100278824376,-0.1150733570368114,-0.1086483878552497,-0.0977139225315475,-0.0218670142609817,-0.065838775399398,-0.1074880422233294,-0.104885740547049,-0.0160384459498634,0.2522135681842538,0.3987175297127399,-0.0613647747528403,-0.2382651231044977,0.1286898214103774,-0.1132485593343753,-0.0345673256247657,-0.0588339753571992,-0.0888330119717468,-0.1582825249492029,0.2021447814982081,0.031298711953401,-0.240831809935527,-0.1381074751063217,0.0683989339893439,-0.1723847428685679,0.0633847760501319,-0.0624533756061138,0.0859485489822775
doxorubicin,-0.1913920628273707,-0.1006581068265594,-0.145640228015625,0.0593538386228225,-0.0594914035893945,-0.0266325197943002,-0.0660882023571004,-0.1158723308764738,-0.1627700316044069,0.0306096438433788,-0.04128103905984,-0.0090152431209396,-0.1810637922784341,0.0841844732282877,0.0339093524501211,0.0286285783964219,-0.1933256553691324,-0.2455312926364966,-0.0139207341786941,0.1603257242024116,-0.1617666021920366,0.0404780111855799,-0.036096020663305,0.0551813901695626,0.041698347700489,-0.1823927426613623,-0.0891218778336441,0.2111831691830229,-0.1058102049690412,-0.3065718994643512,-0.1934630305136653,-0.2076669145264441,-0.0544900601481487,0.0552757280412394,-0.2132528941790166,-0.1154591142014287,0.1069122610356715,0.1671018276762683,-0.1618200693932,-0.1710519750371667,-0.1712652045986016,-0.082852244498049,0.1099351874641019,-0.255915185553246,0.1289667124842976,-0.0663309758097479,-0.1565582312173401,0.0733514570831853,-0.1966080753450141,-0.071253672399885
enalapril,0.1112313693764594,0.0753186987679715,-0.1606392805823737,0.0615566614995359,0.0137548461601954,-0.1721614562076643,-0.0416840320193098,0.1605392622257372,0.1759992563673455,0.11585711251149,0.0185591927416323,0.0638867239589215,-0.080573534473346,-0.042471743255505,-0.0326623591001333,0.0369859865681042,0.1284395451720293,-0.1750814060374415,0.0282337444270694,0.0001112446046541,0.0568035625927738,-0.0194473183092722,-0.0172691545276715,0.0195980991638614,-0.1246324236678029,0.3896674509310386,0.1931987264033981,-0.1182741795670821,0.0885820101060012,-0.2140470983486962,0.0225826530021334,-0.075126337376456,-0.1145581275493451,-0.0483597910248099,0.0160247839556663,0.2294825615027035,-0.0241104092137807,-0.0809212980231311,0.0280441493866694,-0.0464622902091039,-0.1108502441835579,0.0876981211294286,-0.1027976043974371,-0.1113267809852027,-0.1298731050419827,-0.0232062320623047,-0.1241638208115209,0.0468069915364662,0.2568351361432418,0.0649954808612933
ethambutol,0.1267531126962369,-0.1890314833380542,-0.0422565096559291,-0.2432487558130085,-0.1921509880863915,-0.2274610235898993,-0.0030367718021237,-0.1258359082357425,-0.0920096672244048,-0.2461516674928371,-0.0733570948734836,0.2674498390758606,0.4030887361030677,-0.2217638808680803,-0.1371961514879804,-0.0968863730162123,-0.0236042557858677,0.3483299242584087,-0.058098836199415,-0.2055355315266784,-0.0206873285052452,-0.0273267059511512,-0.0952171009581543,-0.1363539794482928,-0.1835270838486381,-0.129080871322793,-0.1159225331794528,-0.2143503611172234,-0.1107387581905102,0.1877911952077617,0.0882794858433373,0.4642501929989565,0.512347036899654,-0.1379927412742729,-0.2297603130604829,0.345613053387902,0.0633017749324205,-0.182776948899632,-0.0570745567303153,0.1127569259062509,0.1240361573694931,0.1078163815122228,0.0299450324062617,0.0747478573960769,-0.0520386006550997,0.2712715252152571,-0.0609808155885702,0.0623599869281715,-0.1269116001491969,-0.111407802854289
ethanol,-0.1304794759050957,0.1381586154300402,-0.1031942317106157,0.0343885126866132,0.2111305546717609,0.0948820504448561,-0.0608321661236627,0.0113315841259326,-0.1359620747351024,0.0586617574169648,0.0436094743998579,-0.2243104086669278,-0.1324073840884428,0.1898935731375091,0.1003376880630053,0.1202420928225561,-0.0983199883002248,-0.1342954788767149,0.0454186208094502,0.267736098132577,-0.0834015563852361,0.1066978543475236,0.0925492739634182,0.1056558666093587,0.1093720895435751,0.2023184481043466,0.1242019413073899,0.212247112369585,0.0562727722549562,0.0702450001584756,-0.1574040298766798,-0.3890261720842817,-0.5252942988051497,0.1287192574497096,0.105005706831906,-0.2052657217336689,0.0577288068374982,0.2130058746736415,-0.0709586645903194,-0.1180353343289088,-0.1858343191677315,-0.2407018648752022,0.0334728033472822,0.0515893151313367,0.0253178065584732,-0.3286541615415926,0.0051953595821665,-0.145626619178679,-0.1499836814621245,-0.0776514679045465
ethionamide,0.0354448119502995,-0.1460328406573804,0.0116129656239505,0.0480133801093164,-0.1970604871495649,-0.2292772018610649,0.0207151614176447,-0.1513498817559594,-0.005725971370154,-0.2296572966084542,-0.0828084278938493,0.3067713687218896,0.5250529573570858,0.0045953304182952,-0.0961505447342462,-0.036540445728449,-0.1013728931300406,0.4272314602339746,0.0120635747785341,-0.0514543377979259,-0.129692771355314,0.1075165309702613,-0.1068531634930578,-0.009432142298989,-0.0938170836348828,-0.3487235310834656,-0.2314916330065048,-0.1940811372326178,-0.0507369589012402,0.1091645272733097,0.2296580973886632,0.4862893753462933,0.621113464523794,-0.1418529618343211,-0.0953008315669052,0.0811506122187465,0.0170305089272751,-0.0627004848936903,-0.0460262819987201,0.0240629132109863,-0.006661206661188,0.0625298858216168,0.0507834933136386,0.0186335295794048,0.2309252034047228,0.5360547355473707,-0.0801250502209654,0.0928810605235392,-0.0703865162252876,-0.080960705561343
etoposide,-0.1915761867647124,0.0511310819847898,-0.1758742045508596,0.017051480786472,0.1614522572206346,0.285415476287667,-0.0996507767701894,-0.0666473908616049,-0.0641940881204851,0.0184380089215711,-0.007750659630592,-0.289893114314438,-0.2073955613759627,0.1263179605643092,0.1061510163656038,0.0776024274940682,-0.2455522649995233,-0.1676969937078216,-0.004529268716356,0.2300538423886522,-0.1692096621834254,-0.0056362736719051,0.0278118925308302,-0.0162904391654459,0.1087109865244866,0.0404919152362912,-0.0401837235182645,0.3129033782711261,0.0938944117073824,-0.0889084339640516,-0.183395576399839,-0.4914014805274506,-0.3799377148710202,0.1906199018924757,0.1701157671612699,-0.3199264266644951,-0.0351627628405234,0.2402321894815493,-0.1769527087943402,-0.1280165516062102,-0.2786483453150957,-0.2399787737774633,0.1260152596603423,-0.0173458819604161,0.0153944443970015,-0.3500999384993644,-0.046391623141801,-0.14123263601109,0.2207035621037796,-0.0656911019982368
famotidine,-0.154527206935387,0.2675603829706448,0.0660390579355387,0.1121400016317039,0.1343063951638589,0.2508856419884319,0.0783734753957515,0.0694153389376953,0.1039115077151841,0.1569177936698876,0.1514631254350147,-0.2077933595197122,-0.2660865842294751,0.2018480323405427,0.1454676225062617,0.1418700521517066,-0.1274121604328491,-0.1273996140586003,0.0036781309709959,0.2755380530711081,-0.0431829427376222,0.078706910770243,0.1492414371436771,0.0502083007736006,0.2435454664822262,0.4628231142131464,0.3081629709008364,0.1880207840999531,0.1088330109606688,-0.0261608189914688,-0.066560998205094,-0.3423500172872046,-0.3319040017094651,0.1387146962612302,0.2294276862873064,-0.3658997878258012,-0.0398120457451757,0.1661040656471454,-0.0598530175122189,-0.0423983434137374,-0.1247641580975144,-0.1662817955984458,-0.054434326031666,0.0859231095386741,0.0778643854601478,-0.2107779827798101,0.1367636349939819,-0.0859236244973685,0.1691929317419037,-0.0634459248115175
fenofibrate,0.2954936381839876,-0.1607932962408644,-0.1008098580429292,-0.2467161621930495,-0.1448898787428839,-0.1156660680760713,-0.0392679909659555,0.1418894892198896,0.0090760364379891,-0.2889910075763264,-0.1441146178998625,0.2639135230588619,0.4300095421182398,-0.1226548964606771,-0.1196887232938751,-0.058913630735765,0.3859913714306785,0.3478636340367204,-0.0641798390365355,0.0541316246162086,-0.0822320183527562,-0.1415845740932226,-0.1660255758303705,-0.183430442681854,-0.2232161669460816,-0.1071231189502585,-0.1533844077158158,-0.1131460337445414,-0.1334202989819006,0.114574815378279,0.0680649643912018,0.4830628584689367,0.3824344623429601,-0.0842728542126581,-0.2785423120821671,0.5160904926830917,-0.0222352169901403,-0.0958341104065625,0.2446466136655497,-0.0568489220427897,-0.1369126702459992,0.0319792869388925,0.1640413487570764,-0.0292283845496222,-0.0795519546491114,-0.0367158671586585,-0.1205755323422951,-0.0302724245883037,-0.1941346512495091,-0.128430371682357
fluphenazine,0.1579831082982472,0.0513423480475297,-0.1836125629648463,0.0485028963041351,-0.0187070621368996,0.0060913394824961,-0.0410666177304403,0.1292891543387686,-0.2359620747350813,-0.0320540961552004,-0.0953849126697357,-0.2074910604935428,-0.336580731637013,0.0642768748453235,0.09149507145215,0.0765270326042018,0.0771763372454661,-0.3362837225762569,-0.0214318800301115,0.0755350865483037,0.0548198461607617,0.0746690057427232,0.0758116699320808,-0.0024151168242659,0.0341055871602453,0.1548490817792716,0.0760092943697986,0.1747174717974329,0.0566401271497723,-0.2351304237583498,-0.2040834346592707,-0.3734808729713437,-0.2409699133287306,0.1398829761335183,0.0296787868906087,0.2069942961767597,-0.0326648671835776,-0.0815530585602559,-0.0159303882195352,-0.1045238918371798,-0.2170716170716449,-0.1450614044295035,0.0799901550578429,-0.1786876073039552,-0.0412401499176068,-0.3206103936039126,-0.0212334270791158,-0.0106705945316127,0.0147822640805701,0.0084640301506214
flutamide,0.2069338403578469,-0.2407577618106785,0.0778099291003998,-0.2006608468630406,-0.1206693887651484,-0.1856542323075624,-0.0452171673231352,-0.0297414165127548,-0.0847406581149103,-0.2964688805495477,-0.1690667643298587,0.3036234454579793,0.4165568343672975,-0.2152050160879612,-0.1713375465735112,-0.0647375529959411,0.1249497276150908,0.2982014996961939,0.0179737710613083,-0.3209258517629718,0.0019072466375753,-0.1001394449192637,-0.1383580846527715,-0.136052395092608,-0.1672636442197104,-0.0090973329754303,-0.0659570521803624,-0.1878342420763221,-0.2002728922074369,0.0584149472283014,0.2111501939667583,0.6022722967116433,0.6059082881331233,-0.1033962665413031,-0.243420838089,0.3611891206369545,-0.069450908104957,-0.0971069563595817,0.1779171106193516,0.1241299179904109,0.2110352777019268,0.2522188400219427,0.0335138239396254,-0.1441053194964786,-0.1621162060713327,0.244047252972534,-0.1766811470469576,0.1649946007644122,-0.2165166915329585,0.0891364127441423
gefitinib,0.0625005366306301,0.0097364964470742,0.1334538678962012,0.0708574692012619,0.0324633812941203,-0.1384866541506967,0.0899534479575918,-0.0349683243859085,0.4347648261759203,0.1222346526941719,0.1031942510966989,-0.0860464724875617,-0.204124377733559,0.0480075901328311,-0.004238551148425,-0.0360086106629695,0.0539706043654896,-0.1985400330743114,-0.0047825835215097,-0.1432163040092221,0.103631565531608,0.1597738893137261,0.0762261641819335,0.1902960654841277,0.1046023763065534,-0.0930517614363321,0.0278001607451998,-0.1476221171464203,0.0513442190334752,0.013511457640017,0.0821579526373675,-0.1438369383492849,0.0329180991408615,0.0387575098709172,0.0258861894668274,-0.111701708837339,0.1149077528854017,-0.1275806602014049,0.1009480097259815,0.1963819201145633,0.128901628901631,0.0003498827892857,-0.0264582820575888,0.127609180701604,0.256607274476098,0.0871002460024627,0.086793767577376,0.0615281967974036,0.2043197500932499,0.0396724727844237
gemfibrozil,0.2089472785432468,-0.1069882640398011,-0.0100151589319372,-0.3316472219953982,-0.1422782550288031,-0.0757183087094941,-0.0549233400288849,0.2490264279918532,0.1830488938464222,-0.2799164483467057,-0.1567654628745618,0.2455082378102185,0.3546841726759641,-0.193845392294473,-0.0887091449323293,0.008068041121071,0.3497532082922356,0.2887632959485098,-0.0195341902611382,-0.1722511458193943,-0.0728862099470775,-0.0963519409833144,-0.0996302173984335,-0.1264505352817231,-0.194402457532158,-0.0244773326596233,0.0023534745692883,-0.0529814544043251,0.0254389516141098,0.083786567779156,0.1070797869260943,0.2629913185974949,0.2021092723764647,-0.1302820941171805,-0.1423283874123541,0.3992062100598413,-0.0471322255855714,-0.0732259418127695,0.2811518181569856,-0.1042948994393724,-0.0713046379712859,0.1287860233488671,0.1307736483714637,-0.0954718594257136,-0.0850543408662186,-0.0934117466174513,-0.1296335124547454,-0.0451895889476653,-0.134760816859394,-0.0762415158208296
gentamicin,-0.2401343436936642,0.2707351120024026,0.0938975429897615,0.1527698458023925,0.1295648177608157,0.1131172965472247,0.0166198861569948,-0.0341699608154725,-0.1040862613868964,0.1885137718614388,0.1565433939815317,-0.2289089788637599,-0.2953887223915121,0.1976652091410634,0.0602046880158413,0.0651755899898552,-0.1790921721326972,-0.1563485580614682,-0.095661803022365,0.1977929070440175,-0.0684554600932696,0.062651252755156,0.1651697219626519,0.1527652965539016,0.1632527489976564,0.4408081210821964,0.3378761025470487,0.138778215109551,0.2329584813998602,0.0832826217869529,-0.1776750043426108,-0.3654364855714309,-0.3281219556649675,0.0843693947051061,0.2980498940159858,-0.3847603039939835,-0.0076302669278008,0.1858658149945251,-0.2020872606070341,-0.1101382151780152,-0.1209421542754721,-0.2248288490021904,0.0034457297563357,-0.039574746119685,0.1051031181611012,-0.0882687576875565,0.1536146544797574,-0.0606768699589305,0.0048442745244403,-0.0132743702469879
