model,n,auroc,auroc_ci95_lo,auroc_ci95_hi,auprc,sens095_threshold,sens095_sensitivity,sens095_specificity,sens095_mcc,sens095_precision,sens095_recall,sens095_f1,sens095_accuracy,sens095_balanced_accuracy,sens095_fpr,sens095_fnr,sens095_tp,sens095_fn,sens095_fp,sens095_tn
GSVA_topk10+OR_nested,101,0.790273556231003,0.5835676291793314,0.9727891156462585,0.9796956974507443,-1.2078147202875709,0.9468085106382979,0.5714285714285714,0.46198328621816015,0.967391304347826,0.9468085106382979,0.956989247311828,0.9207920792079208,0.7591185410334347,0.42857142857142855,0.05319148936170213,89,5,3,4
GSVA_topk10_nested,101,0.7462006079027356,,,0.9717254654300259,-0.9456168447781587,0.9468085106382979,0.2857142857142857,0.23252279635258358,0.9468085106382979,0.9468085106382979,0.9468085106382979,0.900990099009901,0.6162613981762918,0.7142857142857143,0.05319148936170213,89,5,5,2
