drug_key,y_hard,OR,PC1,PC2,kmeans,agglo
simvastatin,1,1,-5.23191083925612,3.031824016093804,0,0
sulfasalazine,1,1,-0.09148831067040902,-4.26616745863933,1,0
sulindac,1,1,7.099733348497574,6.971535661355174,1,1
tamoxifen,1,1,-1.118187926271198,1.727705017256976,0,0
terbinafine,1,1,-7.4394572789604405,-0.9716975657634201,0,0
tetracycline,1,1,1.0529543799679877,-2.8150791070891987,1,0
theophylline,0,0,-1.5030057608392922,1.5345829667116635,0,0
thioridazine,1,1,-1.828628753127062,0.07554025773183289,0,0
ticlopidine,1,1,-7.931208981468457,3.009308757994789,0,0
tolbutamide,1,1,-2.190125045600987,-2.2954765868898344,0,0
triamterene,1,0,3.5334523222106626,-1.2490748483141778,1,1
valproicacid,1,0,-1.4241852208765422,-2.9463222500946498,0,0
vitamina,1,1,4.506372269613595,2.1386997421080802,1,1
