drug_key,y_hard,OR,PC1,PC2,kmeans,agglo
acarbose,1,0,2.7591359209030566,0.36143182315543304,0,0
acetaminophen,1,1,-4.225290912437385,-1.5251242079613168,0,0
acetazolamide,1,0,1.1628810286648554,-0.5398517594858774,0,0
adapin,1,1,6.184906332269419,-1.073455419583018,0,0
allopurinol,1,0,4.5312885087327395,1.594278299718631,0,0
amiodarone,1,1,-1.6476509436818254,0.15048266512719874,0,0
amitriptyline,1,1,0.06879115631211564,-0.42478118185830654,0,0
amphotericinb,1,0,2.0659299977204912,0.3470896592911207,0,0
aspirin,1,1,-2.4430419422159684,-2.0002647245275123,0,0
azathioprine,1,1,3.0664781776428325,-1.1454118972830079,0,0
bendazac,1,1,-1.9060967418018468,-1.372346528541415,0,0
benzbromarone,1,1,-4.686930945877743,-3.2217080417982236,0,0
benziodarone,1,1,-1.0462290899522453,-2.892195807311176,0,0
bortezomib,1,1,-11.04817768029247,31.192330871695034,1,1
caffeine,0,0,3.3911527800290906,-2.56766009443283,0,0
captopril,1,0,1.9271243303517656,-0.5547940968382054,0,0
carbamazepine,1,1,-3.5601587631999574,-0.8986179529751291,0,0
carbontetrachloride,1,1,-3.570760313112908,3.599208415882736,0,0
carboplatin,1,0,0.9920964274612388,0.9492760709637882,0,0
chlormezanone,1,1,-6.464372488860628,-0.593090425034577,0,0
chlorpheniramine,0,0,2.6043141243837034,0.28757548166209745,0,0
chlorpromazine,1,1,3.925418337750342,-0.9006819414479115,0,0
chlorpropamide,1,1,-0.21986087839955962,-1.8142214731697683,0,0
cimetidine,1,1,2.088479325564178,0.2872952459637163,0,0
ciprofloxacin,1,0,0.7549304429518957,-0.10698774931400226,0,0
cisplatin,1,0,2.2108406567519165,-0.43727791968683627,0,0
clofibrate,1,1,-5.765508531037979,-2.619352680394932,0,0
clomipramine,1,1,2.576988137938949,1.376328804647859,0,0
cyclophosphamide,1,0,0.27905927823135945,-0.9915977970706101,0,0
cyclosporinea,1,0,-1.40141489502494,0.46907130661716395,0,0
danazol,1,1,-7.403973571948781,-1.1873444687725279,0,0
dantrolene,1,1,-5.482687573887313,-2.025347164638609,0,0
diazepam,1,1,-2.4492082609746957,-2.5436821800845513,0,0
diclofenac,1,0,6.7304839228175055,4.683402221336566,0,0
diltiazem,1,1,-1.3841309625198235,-0.027549463891265495,0,0
disopyramide,1,0,-2.5838616608015217,-2.5045220753223214,0,0
disulfiram,1,1,-2.204369167045782,-1.4225948548583272,0,0
doxorubicin,1,0,3.068941635733988,-0.5446443653240293,0,0
enalapril,1,1,0.6205670871064148,-0.7682738819916314,0,0
ethambutol,1,1,-10.494682791594514,0.724859161001021,0,0
ethanol,1,1,3.001635751167891,-1.2249393087183555,0,0
ethionamide,1,1,-14.664809635242886,2.308817573771919,0,0
etoposide,1,0,3.81968019536562,-2.5244351275330397,0,0
famotidine,1,0,3.775949999499105,-0.05999019396582347,0,0
fenofibrate,1,1,-9.839087546375875,-4.213158896062399,0,0
fluphenazine,0,0,3.941688086454322,-1.9716555127596422,0,0
flutamide,1,1,-7.170446534425537,-0.8158337630490455,0,0
gefitinib,1,1,0.03232970740823185,1.4261414258100793,0,0
gemfibrozil,1,1,-4.786576986636669,-2.743895755952686,0,0
gentamicin,0,0,3.6401528589541985,0.9545201486970816,0,0
glibenclamide,1,0,0.686701260884416,-0.5547959099097156,0,0
griseofulvin,1,1,1.246040576574589,0.5078234184711901,0,0
haloperidol,1,0,2.8894857402036433,-0.6561685389772707,0,0
hydroxyzine,0,1,0.4830511235551286,-0.7570335567387421,0,0
ibuprofen,1,1,5.186590131320567,1.1091557660584859,0,0
imatinibmethanesulfonatesalt,1,0,1.8995109152752114,1.4346324008718991,0,0
imipramine,1,1,2.0064221679101775,-0.023386651771725615,0,0
